"","transcript","count"
"4306","CYBB-201",0
"4307","CYBC1-204",487
"4308","CYBRD1-201",0
"4309","CYC1-201",929
"4310","CYCS-201",619
"4311","CYFIP1-208",523
"4312","CYFIP2-222",1201
"4313","CYGB-201",0
"4314","CYHR1-209",80
"4315","CYLC1-201",0
"4316","CYLC2-201",0
"4317","CYLD-202",430
"4318","CYP11A1-201",0
"4319","CYP11B1-201",0
"4320","CYP11B2-201",0
"4321","CYP17A1-201",0
"4322","CYP19A1-201",0
"4323","CYP1A1-202",0
"4324","CYP1A2-201",0
"4325","CYP1B1-205",0
"4326","CYP20A1-201",0
"4327","CYP21A2-235",0
"4328","CYP24A1-201",0
"4329","CYP26A1-201",340
"4330","CYP26B1-201",0
"4331","CYP26C1-202",0
"4332","CYP27A1-201",0
"4333","CYP27B1-201",0
"4334","CYP27C1-203",0
"4335","CYP2A13-201",0
"4336","CYP2A6-201",0
"4337","CYP2A7-202",0
"4338","CYP2B6-201",0
"4339","CYP2C18-201",0
"4340","CYP2C19-201",0
"4341","CYP2C8-201",0
"4342","CYP2C9-201",0
"4343","CYP2D6-205",0
"4344","CYP2E1-205",0
"4345","CYP2F1-201",0
"4346","CYP2J2-201",71
"4347","CYP2R1-201",0
"4348","CYP2S1-201",0
"4349","CYP2U1-201",0
"4350","CYP2W1-201",0
"4351","CYP39A1-201",0
"4352","CYP3A4-206",0
"4353","CYP3A43-204",0
"4354","CYP3A5-201",0
"4355","CYP3A7-201",0
"4356","CYP3A7-CYP3A51P-201",0
"4357","CYP46A1-201",0
"4358","CYP4A11-201",0
"4359","CYP4A22-203",0
"4360","CYP4B1-203",0
"4361","CYP4F11-203",0
"4362","CYP4F12-215",0
"4363","CYP4F2-202",0
"4364","CYP4F22-201",0
"4365","CYP4F3-206",0
"4366","CYP4F8-210",0
"4367","CYP4V2-201",0
"4368","CYP4X1-201",0
"4369","CYP4Z1-201",0
"4370","CYP51A1-201",1543
"4371","CYP7A1-201",0
"4372","CYP7B1-201",0
"4373","CYP8B1-201",0
"4374","CYREN-201",202
"4375","CYRIA-201",0
"4376","CYRIB-215",533
"4377","CYS1-201",0
"4378","CYSLTR1-201",639
"4379","CYSLTR2-201",0
"4380","CYSRT1-201",0
"4381","CYSTM1-201",262
"4382","CYTH1-201",625
"4383","CYTH2-204",157
"4384","CYTH3-202",0
"4385","CYTH4-201",0
"4386","CYTIP-201",1391
"4387","CYTL1-201",0
"4388","CYYR1-201",0
"4389","CZIB-201",138
"4390","D2HGDH-201",0
"4391","DAAM1-201",0
"4392","DAAM2-202",0
"4393","DAB1-205",0
"4394","DAB2-201",0
"4395","DAB2IP-205",0
"4396","DACH1-202",0
"4397","DACH2-201",0
"4398","DACT1-201",0
"4399","DACT2-201",0
"4400","DACT3-202",0
"4401","DAD1-201",586
"4402","DAG1-221",277
"4403","DAGLA-201",0
"4404","DAGLB-201",160
"4405","DALRD3-202",107
"4406","DAND5-201",0
"4407","DAO-201",0
"4408","DAOA-211",0
"4409","DAP-201",167
"4410","DAP3-202",761
"4411","DAPK1-202",292
"4412","DAPK2-201",0
"4413","DAPK3-202",349
"4414","DAPL1-201",0
"4415","DAPP1-203",652
"4416","DARS1-201",1103
"4417","DARS2-212",482
"4418","DAW1-201",0
"4419","DAXX-201",170
"4420","DAZ1-202",0
"4421","DAZ2-206",0
"4422","DAZ3-202",0
"4423","DAZ4-201",0
"4424","DAZAP1-201",712
"4425","DAZAP2-201",1176
"4426","DAZL-202",0
"4427","DBF4-201",160
"4428","DBF4B-201",0
"4429","DBH-202",0
"4430","DBI-202",986
"4431","DBN1-203",0
"4432","DBNDD1-201",0
"4433","DBNDD2-204",0
"4434","DBNL-210",665
"4435","DBP-201",0
"4436","DBR1-201",135
"4437","DBT-202",0
"4438","DBX1-201",0
"4439","DBX2-201",0
"4440","DCAF1-202",471
"4441","DCAF10-202",0
"4442","DCAF11-204",141
"4443","DCAF12-201",174
"4444","DCAF12L1-201",0
"4445","DCAF12L2-201",0
"4446","DCAF13-208",234
"4447","DCAF15-201",142
"4448","DCAF16-201",165
"4449","DCAF17-202",0
"4450","DCAF4-202",0
"4451","DCAF4L1-201",0
"4452","DCAF4L2-201",0
"4453","DCAF5-201",0
"4454","DCAF6-202",305
"4455","DCAF7-205",293
"4456","DCAF8-202",492
"4457","DCAF8L1-201",0
"4458","DCAF8L2-202",0
"4459","DCAKD-209",109
"4460","DCANP1-201",0
"4461","DCBLD1-202",132
"4462","DCBLD2-201",0
"4463","DCC-203",0
"4464","DCD-202",0
"4465","DCDC1-211",0
"4466","DCDC2-202",0
"4467","DCDC2B-201",0
"4468","DCDC2C-201",0
"4469","DCHS1-201",0
"4470","DCHS2-202",0
"4471","DCK-201",339
"4472","DCLK1-202",0
"4473","DCLK2-202",0
"4474","DCLK3-203",0
"4475","DCLRE1A-201",0
"4476","DCLRE1B-203",0
"4477","DCLRE1C-209",0
"4478","DCN-201",0
"4479","DCP1A-206",185
"4480","DCP1B-201",80
"4481","DCP2-201",0
"4482","DCPS-201",251
"4483","DCST1-201",0
"4484","DCST2-202",0
"4485","DCSTAMP-201",0
"4486","DCT-201",0
"4487","DCTD-202",133
"4488","DCTN1-201",736
"4489","DCTN2-209",571
"4490","DCTN3-201",661
"4491","DCTN4-203",195
"4492","DCTN5-201",0
"4493","DCTN6-201",198
"4494","DCTPP1-201",286
"4495","DCUN1D1-201",201
"4496","DCUN1D2-208",0
"4497","DCUN1D3-201",0
"4498","DCUN1D4-201",0
"4499","DCUN1D5-201",0
"4500","DCX-207",0
"4501","DCXR-201",758
"4502","DDA1-201",105
"4503","DDAH1-201",116
"4504","DDAH2-213",117
"4505","DDB1-201",2703
"4506","DDB2-201",139
"4507","DDC-207",0
"4508","DDHD1-202",0
"4509","DDHD2-201",0
"4510","DDI1-201",0
"4511","DDI2-202",0
"4512","DDIAS-203",0
"4513","DDIT3-206",0
"4514","DDIT4-201",376
"4515","DDIT4L-201",0
"4516","DDN-201",0
"4517","DDO-202",0
"4518","DDOST-206",2787
"4519","DDR1-223",0
"4520","DDR2-202",0
"4521","DDRGK1-201",379
"4522","DDT-202",0
"4523","DDTL-201",0
"4524","DDX1-202",915
"4525","DDX10-201",221
"4526","DDX11-223",333
"4527","DDX17-202",2404
"4528","DDX18-201",904
"4529","DDX19A-201",64
"4530","DDX19B-201",0
"4531","DDX20-201",0
"4532","DDX21-201",1300
"4533","DDX23-201",493
"4534","DDX24-209",837
"4535","DDX25-201",0
"4536","DDX27-206",372
"4537","DDX28-201",201
"4538","DDX31-204",145
"4539","DDX39A-201",843
"4540","DDX39B-214",0
"4541","DDX3X-244",1830
"4542","DDX3Y-201",0
"4543","DDX4-204",0
"4544","DDX41-201",335
"4545","DDX42-208",652
"4546","DDX43-201",0
"4547","DDX46-202",958
"4548","DDX47-202",509
"4549","DDX49-201",335
"4550","DDX5-201",3874
"4551","DDX50-201",246
"4552","DDX51-202",0
"4553","DDX52-213",192
"4554","DDX53-201",0
"4555","DDX54-201",201
"4556","DDX55-201",0
"4557","DDX56-201",518
"4558","DDX58-202",0
"4559","DDX59-201",211
"4560","DDX6-208",1981
"4561","DDX60-201",0
"4562","DDX60L-209",0
"4563","DEAF1-201",0
"4564","DECR1-201",156
"4565","DECR2-201",0
"4566","DEDD-202",148
"4567","DEDD2-205",97
"4568","DEF6-201",400
"4569","DEF8-210",0
"4570","DEFA1-202",0
"4571","DEFA1B-201",0
"4572","DEFA3-201",0
"4573","DEFA4-201",0
"4574","DEFA5-201",0
"4575","DEFA6-201",0
"4576","DEFB1-201",0
"4577","DEFB103A-201",0
"4578","DEFB103B-201",0
"4579","DEFB104A-201",0
"4580","DEFB104B-201",0
"4581","DEFB105A-201",0
"4582","DEFB105B-201",0
"4583","DEFB106A-201",0
"4584","DEFB106B-201",0
"4585","DEFB107A-201",0
"4586","DEFB107B-201",0
"4587","DEFB108B-201",0
"4588","DEFB110-201",0
"4589","DEFB112-201",0
"4590","DEFB113-201",0
"4591","DEFB114-201",0
"4592","DEFB115-201",0
"4593","DEFB116-201",0
"4594","DEFB118-201",0
"4595","DEFB119-203",0
"4596","DEFB121-202",0
"4597","DEFB123-201",0
"4598","DEFB124-201",0
"4599","DEFB125-201",0
"4600","DEFB126-201",0
"4601","DEFB127-201",0
"4602","DEFB128-201",0
"4603","DEFB129-201",0
"4604","DEFB130A-201",0
"4605","DEFB130B-201",0
"4606","DEFB131A-201",0
"4607","DEFB131B-201",0
"4608","DEFB132-201",0
"4609","DEFB133-201",0
"4610","DEFB134-202",0
"4611","DEFB135-201",0
"4612","DEFB136-201",0
"4613","DEFB4A-201",0
"4614","DEFB4B-201",0
"4615","DEGS1-201",1075
"4616","DEGS2-201",0
"4617","DEK-212",375
"4618","DELE1-202",497
"4619","DENND10-201",62
"4620","DENND11-202",0
"4621","DENND1A-203",0
"4622","DENND1B-211",297
"4623","DENND1C-201",216
"4624","DENND2A-209",0
"4625","DENND2B-256",0
"4626","DENND2C-201",0
"4627","DENND2D-202",0
"4628","DENND3-211",281
"4629","DENND4A-201",0
"4630","DENND4B-201",214
"4631","DENND4C-205",248
"4632","DENND5A-201",0
"4633","DENND5B-202",0
"4634","DENND6A-201",0
"4635","DENND6B-201",143
"4636","DENR-201",95
"4637","DEPDC1-201",0
"4638","DEPDC1B-201",129
"4639","DEPDC4-203",0
"4640","DEPDC5-226",0
"4641","DEPDC7-201",0
"4642","DEPP1-201",68
"4643","DEPTOR-201",1697
"4644","DERA-201",207
"4645","DERL1-201",878
"4646","DERL2-201",300
"4647","DERL3-202",643
"4648","DERPC-201",0
"4649","DES-201",0
"4650","DESI1-201",134
"4651","DESI2-202",102
"4652","DET1-201",0
"4653","DEUP1-201",0
"4654","DEXI-203",0
"4655","DFFA-202",160
"4656","DFFB-205",0
"4657","DGAT1-206",133
"4658","DGAT2-201",90
"4659","DGAT2L6-201",0
"4660","DGCR2-201",180
"4661","DGCR6-201",0
"4662","DGCR6L-201",42
"4663","DGCR8-201",0
"4664","DGKA-202",0
"4665","DGKB-206",0
"4666","DGKD-201",0
"4667","DGKE-201",0
"4668","DGKG-201",0
"4669","DGKH-202",0
"4670","DGKI-202",0
"4671","DGKK-201",0
"4672","DGKQ-201",0
"4673","DGKZ-203",131
"4674","DGLUCY-211",134
"4675","DGUOK-201",281
"4676","DHCR24-201",510
"4677","DHCR7-201",738
"4678","DHDDS-201",125
"4679","DHDH-201",0
"4680","DHFR-201",259
"4681","DHFR2-201",0
"4682","DHH-201",0
"4683","DHODH-201",0
"4684","DHPS-201",0
"4685","DHRS1-202",95
"4686","DHRS11-215",56
"4687","DHRS12-203",0
"4688","DHRS13-201",239
"4689","DHRS2-201",0
"4690","DHRS3-204",0
"4691","DHRS4-201",0
"4692","DHRS4L2-201",0
"4693","DHRS7-201",525
"4694","DHRS7B-202",92
"4695","DHRS7C-201",0
"4696","DHRS9-208",0
"4697","DHRSX-201",0
"4698","DHTKD1-201",225
"4699","DHX15-201",1254
"4700","DHX16-202",222
"4701","DHX29-201",242
"4702","DHX30-205",585
"4703","DHX32-201",117
"4704","DHX33-201",0
"4705","DHX34-201",0
"4706","DHX35-201",0
"4707","DHX36-213",476
"4708","DHX37-201",0
"4709","DHX38-201",339
"4710","DHX40-201",121
"4711","DHX57-203",0
"4712","DHX58-201",0
"4713","DHX8-201",377
"4714","DHX9-201",1920
"4715","DIABLO-206",0
"4716","DIAPH1-211",778
"4717","DIAPH2-203",140
"4718","DIAPH3-205",0
"4719","DICER1-203",0
"4720","DIDO1-201",408
"4721","DIMT1-201",155
"4722","DIO1-202",0
"4723","DIO2-210",0
"4724","DIO3-201",0
"4725","DIP2A-202",0
"4726","DIP2B-201",0
"4727","DIP2C-201",0
"4728","DIPK1A-201",149
"4729","DIPK1B-202",0
"4730","DIPK1C-201",0
"4731","DIPK2A-201",123
"4732","DIPK2B-202",0
"4733","DIRAS1-201",0
"4734","DIRAS2-201",0
"4735","DIRAS3-201",0
"4736","DIRC1-201",0
"4737","DIS3-201",0
"4738","DIS3L-202",172
"4739","DIS3L2-202",127
"4740","DISC1-209",0
"4741","DISP1-201",0
"4742","DISP2-201",0
"4743","DISP3-201",0
"4744","DIXDC1-201",0
"4745","DKC1-201",700
"4746","DKK1-201",0
"4747","DKK2-201",0
"4748","DKK3-202",0
"4749","DKK4-201",0
"4750","DKKL1-201",0
"4751","DLAT-201",426
"4752","DLC1-201",0
"4753","DLD-201",743
"4754","DLEC1-201",0
"4755","DLEU7-204",0
"4756","DLG1-201",282
"4757","DLG2-232",0
"4758","DLG3-201",0
"4759","DLG4-201",0
"4760","DLG5-201",0
"4761","DLGAP1-205",0
"4762","DLGAP2-215",0
"4763","DLGAP3-202",0
"4764","DLGAP4-201",0
"4765","DLGAP5-201",282
"4766","DLK1-202",0
"4767","DLK2-201",0
"4768","DLL1-201",0
"4769","DLL3-202",0
"4770","DLL4-201",0
"4771","DLST-202",347
"4772","DLX1-203",0
"4773","DLX2-201",0
"4774","DLX3-201",0
"4775","DLX4-201",0
"4776","DLX5-203",0
"4777","DLX6-202",0
"4778","DMAC1-201",189
"4779","DMAC2-201",172
"4780","DMAC2L-202",0
"4781","DMAP1-203",198
"4782","DMBT1-202",0
"4783","DMBX1-201",0
"4784","DMC1-201",0
"4785","DMD-203",0
"4786","DMGDH-201",0
"4787","DMKN-244",0
"4788","DMP1-202",0
"4789","DMPK-205",0
"4790","DMRT1-201",0
"4791","DMRT2-204",0
"4792","DMRT3-201",0
"4793","DMRTA1-201",0
"4794","DMRTA2-201",0
"4795","DMRTB1-201",0
"4796","DMRTC1-201",0
"4797","DMRTC1B-201",0
"4798","DMRTC2-201",0
"4799","DMTF1-202",0
"4800","DMTN-202",0
"4801","DMWD-201",85
"4802","DMXL1-201",504
"4803","DMXL2-203",0
"4804","DNA2-201",0
"4805","DNAAF1-201",54
"4806","DNAAF2-201",0
"4807","DNAAF3-201",0
"4808","DNAAF4-201",0
"4809","DNAAF5-201",266
"4810","DNAH1-201",0
"4811","DNAH10-211",0
"4812","DNAH11-202",0
"4813","DNAH12-208",0
"4814","DNAH14-208",0
"4815","DNAH17-201",0
"4816","DNAH2-203",0
"4817","DNAH3-201",0
"4818","DNAH5-201",0
"4819","DNAH6-201",0
"4820","DNAH7-201",0
"4821","DNAH8-201",0
"4822","DNAH9-201",0
"4823","DNAI1-201",0
"4824","DNAI2-205",0
"4825","DNAJA1-201",904
"4826","DNAJA2-201",450
"4827","DNAJA3-201",412
"4828","DNAJA4-203",0
"4829","DNAJB1-201",305
"4830","DNAJB11-202",1180
"4831","DNAJB12-203",201
"4832","DNAJB13-201",0
"4833","DNAJB14-205",0
"4834","DNAJB2-201",135
"4835","DNAJB4-201",0
"4836","DNAJB5-204",0
"4837","DNAJB6-204",420
"4838","DNAJB7-201",0
"4839","DNAJB8-202",0
"4840","DNAJB9-201",1033
"4841","DNAJC1-202",1241
"4842","DNAJC10-201",628
"4843","DNAJC11-202",233
"4844","DNAJC12-201",0
"4845","DNAJC13-201",682
"4846","DNAJC14-203",109
"4847","DNAJC15-201",99
"4848","DNAJC16-202",200
"4849","DNAJC17-201",0
"4850","DNAJC18-201",0
"4851","DNAJC19-201",279
"4852","DNAJC2-203",116
"4853","DNAJC21-211",214
"4854","DNAJC22-202",0
"4855","DNAJC24-202",0
"4856","DNAJC25-201",0
"4857","DNAJC25-GNG10-201",0
"4858","DNAJC27-201",0
"4859","DNAJC28-204",0
"4860","DNAJC3-202",979
"4861","DNAJC30-201",85
"4862","DNAJC4-202",147
"4863","DNAJC5-201",101
"4864","DNAJC5B-201",0
"4865","DNAJC5G-203",0
"4866","DNAJC6-203",0
"4867","DNAJC7-203",570
"4868","DNAJC8-201",551
"4869","DNAJC9-201",395
"4870","DNAL1-202",0
"4871","DNAL4-201",0
"4872","DNALI1-201",0
"4873","DNASE1-202",0
"4874","DNASE1L1-205",99
"4875","DNASE1L2-203",0
"4876","DNASE1L3-201",0
"4877","DNASE2-201",455
"4878","DNASE2B-202",0
"4879","DND1-201",0
"4880","DNER-201",0
"4881","DNHD1-201",0
"4882","DNLZ-201",72
"4883","DNM1-202",0
"4884","DNM1L-220",461
"4885","DNM2-201",705
"4886","DNM3-202",0
"4887","DNMBP-201",0
"4888","DNMT1-201",978
"4889","DNMT3A-201",0
"4890","DNMT3B-202",0
"4891","DNMT3L-201",0
"4892","DNPEP-217",375
"4893","DNPH1-201",558
"4894","DNTT-201",0
"4895","DNTTIP1-201",212
"4896","DNTTIP2-202",250
"4897","DOC2A-218",0
"4898","DOC2B-203",0
"4899","DOCK1-201",0
"4900","DOCK10-202",395
"4901","DOCK11-201",0
"4902","DOCK2-210",936
"4903","DOCK3-201",0
"4904","DOCK4-206",399
"4905","DOCK5-201",0
"4906","DOCK6-201",0
"4907","DOCK7-204",0
"4908","DOCK8-204",711
"4909","DOCK9-208",0
"4910","DOHH-201",187
"4911","DOK1-201",0
"4912","DOK2-201",117
"4913","DOK3-202",68
"4914","DOK4-201",0
"4915","DOK5-201",0
"4916","DOK6-201",0
"4917","DOK7-201",0
"4918","DOLK-201",98
"4919","DOLPP1-202",85
"4920","DONSON-201",220
"4921","DOP1A-202",0
"4922","DOP1B-202",0
"4923","DOT1L-201",320
"4924","DPAGT1-203",551
"4925","DPCD-202",167
"4926","DPEP1-202",0
"4927","DPEP2-204",0
"4928","DPEP2NB-201",0
"4929","DPEP3-203",0
"4930","DPF1-201",0
"4931","DPF2-205",167
"4932","DPF3-210",74
"4933","DPH1-201",194
"4934","DPH2-201",147
"4935","DPH3-204",0
"4936","DPH5-203",0
"4937","DPH6-201",0
"4938","DPH7-201",101
"4939","DPM1-203",582
"4940","DPM2-201",115
"4941","DPM3-201",407
"4942","DPP10-203",0
"4943","DPP3-215",526
"4944","DPP4-201",0
"4945","DPP6-201",0
"4946","DPP7-201",778
"4947","DPP8-203",0
"4948","DPP9-201",496
"4949","DPPA2-201",0
"4950","DPPA3-201",0
"4951","DPPA4-201",0
"4952","DPPA5-201",0
"4953","DPRX-201",0
"4954","DPT-201",0
"4955","DPY19L1-209",796
"4956","DPY19L2-202",0
"4957","DPY19L3-201",0
"4958","DPY19L4-201",0
"4959","DPY30-202",255
"4960","DPYD-202",239
"4961","DPYS-201",0
"4962","DPYSL2-201",1800
"4963","DPYSL3-201",0
"4964","DPYSL4-201",0
"4965","DPYSL5-201",0
"4966","DQX1-202",0
"4967","DR1-202",0
"4968","DRAM1-201",0
"4969","DRAM2-201",82
"4970","DRAP1-201",399
"4971","DRAXIN-201",0
"4972","DRC1-201",0
"4973","DRC3-201",0
"4974","DRC7-202",0
"4975","DRD1-201",0
"4976","DRD2-202",0
"4977","DRD3-202",0
"4978","DRD4-201",0
"4979","DRD5-201",0
"4980","DRG1-201",554
"4981","DRG2-201",269
"4982","DRGX-201",0
"4983","DRICH1-201",0
"4984","DROSHA-212",211
"4985","DRP2-202",0
"4986","DSC1-202",0
"4987","DSC2-202",0
"4988","DSC3-201",0
"4989","DSCAM-201",0
"4990","DSCAML1-201",0
"4991","DSCC1-201",104
"4992","DSE-213",0
"4993","DSEL-201",0
"4994","DSG1-201",0
"4995","DSG2-201",861
"4996","DSG3-201",0
"4997","DSG4-201",0
"4998","DSN1-204",121
"4999","DSP-201",0
"5000","DSPP-201",0
"5001","DST-202",0
"5002","DSTN-201",487
"5003","DSTYK-202",0
"5004","DTD1-201",123
"5005","DTD2-201",0
"5006","DTHD1-206",0
"5007","DTL-201",719
"5008","DTNA-230",103
"5009","DTNB-208",0
"5010","DTNBP1-202",221
"5011","DTWD1-201",0
"5012","DTWD2-203",0
"5013","DTX1-201",0
"5014","DTX2-201",0
"5015","DTX3-202",0
"5016","DTX3L-201",0
"5017","DTX4-201",0
"5018","DTYMK-201",246
"5019","DUOX1-201",0
"5020","DUOX2-201",0
"5021","DUOXA1-215",0
"5022","DUOXA2-201",0
"5023","DUPD1-201",0
"5024","DUS1L-201",262
"5025","DUS2-207",95
"5026","DUS3L-201",140
"5027","DUS4L-201",0
"5028","DUS4L-BCAP29-205",0
"5029","DUSP1-201",138
"5030","DUSP10-201",118
"5031","DUSP11-201",235
"5032","DUSP12-201",196
"5033","DUSP13-210",0
"5034","DUSP14-205",108
"5035","DUSP15-202",0
"5036","DUSP16-202",0
"5037","DUSP18-201",0
"5038","DUSP19-202",0
"5039","DUSP2-201",63
"5040","DUSP21-201",0
"5041","DUSP22-202",330
"5042","DUSP23-201",199
"5043","DUSP26-201",0
"5044","DUSP27-202",0
"5045","DUSP28-202",0
"5046","DUSP3-201",0
"5047","DUSP4-201",1556
"5048","DUSP5-201",2869
"5049","DUSP6-201",276
"5050","DUSP7-202",0
"5051","DUSP8-202",0
"5052","DUSP9-201",0
"5053","DUT-201",689
"5054","DUX4-203",0
"5055","DUXA-201",0
"5056","DUXB-201",0
"5057","DVL1-201",0
"5058","DVL2-201",197
"5059","DVL3-201",245
"5060","DXO-202",57
"5061","DYDC1-202",0
"5062","DYDC2-204",0
"5063","DYM-201",218
"5064","DYNAP-201",0
"5065","DYNC1H1-201",954
"5066","DYNC1I1-205",0
"5067","DYNC1I2-201",486
"5068","DYNC1LI1-201",287
"5069","DYNC1LI2-201",148
"5070","DYNC2H1-202",0
"5071","DYNC2LI1-210",67
"5072","DYNLL1-203",465
"5073","DYNLL2-201",156
"5074","DYNLRB1-202",410
"5075","DYNLRB2-201",0
"5076","DYNLT1-203",43
"5077","DYNLT3-201",92
"5078","DYRK1A-202",273
"5079","DYRK1B-204",0
"5080","DYRK2-202",0
"5081","DYRK3-203",0
"5082","DYRK4-211",86
"5083","DYSF-205",0
"5084","DYTN-201",0
"5085","DZANK1-201",0
"5086","DZIP1-201",0
"5087","DZIP1L-201",0
"5088","DZIP3-201",0
"5089","E2F1-201",0
"5090","E2F2-201",279
"5091","E2F3-201",0
"5092","E2F4-201",107
"5093","E2F5-202",0
"5094","E2F6-202",0
"5095","E2F7-201",251
"5096","E2F8-201",155
"5097","E4F1-201",109
"5098","EAF1-201",128
"5099","EAF2-201",312
"5100","EAPP-201",170
"5101","EARS2-201",192
"5102","EBAG9-201",0
"5103","EBF1-201",0
"5104","EBF2-203",0
"5105","EBF3-202",0
"5106","EBF4-207",0
"5107","EBI3-201",0
"5108","EBLN1-201",0
"5109","EBLN2-201",0
"5110","EBNA1BP2-202",470
"5111","EBP-205",305
"5112","EBPL-201",142
"5113","ECD-201",235
"5114","ECE1-204",528
"5115","ECE2-203",0
"5116","ECEL1-201",0
"5117","ECH1-201",424
"5118","ECHDC2-203",0
"5119","ECHDC3-201",0
"5120","ECHS1-201",323
"5121","ECI1-201",628
"5122","ECI2-202",294
"5123","ECM1-202",0
"5124","ECM2-201",0
"5125","ECPAS-202",1333
"5126","ECRG4-201",0
"5127","ECSCR-201",0
"5128","ECSIT-202",117
"5129","ECT2-204",300
"5130","ECT2L-204",0
"5131","EDA-203",0
"5132","EDA2R-204",0
"5133","EDAR-201",0
"5134","EDARADD-202",0
"5135","EDC3-219",182
"5136","EDC4-201",699
"5137","EDDM13-208",0
"5138","EDDM3A-201",0
"5139","EDDM3B-201",0
"5140","EDEM1-201",790
"5141","EDEM2-202",154
"5142","EDEM3-201",1071
"5143","EDF1-201",808
"5144","EDIL3-201",0
"5145","EDN1-201",0
"5146","EDN2-201",0
"5147","EDN3-202",0
"5148","EDNRA-201",0
"5149","EDNRB-206",0
"5150","EDRF1-202",190
"5151","EEA1-201",0
"5152","EED-201",145
"5153","EEF1A1-202",9981
"5154","EEF1A2-201",0
"5155","EEF1AKMT1-202",0
"5156","EEF1AKMT2-201",0
"5157","EEF1AKMT3-201",0
"5158","EEF1AKMT4-201",40
"5159","EEF1AKMT4-ECE2-201",0
"5160","EEF1AKNMT-201",280
"5161","EEF1B2-202",1980
"5162","EEF1D-204",1396
"5163","EEF1E1-201",70
"5164","EEF1E1-BLOC1S5-201",0
"5165","EEF1G-201",13
"5166","EEF2-201",10495
"5167","EEF2K-201",0
"5168","EEF2KMT-201",112
"5169","EEFSEC-201",266
"5170","EEPD1-201",0
"5171","EFCAB1-201",0
"5172","EFCAB10-205",0
"5173","EFCAB11-201",0
"5174","EFCAB12-201",0
"5175","EFCAB13-201",0
"5176","EFCAB14-201",167
"5177","EFCAB2-203",32
"5178","EFCAB3-201",0
"5179","EFCAB5-201",0
"5180","EFCAB6-201",0
"5181","EFCAB7-201",76
"5182","EFCAB8-201",0
"5183","EFCAB9-201",0
"5184","EFCC1-201",0
"5185","EFEMP1-202",0
"5186","EFEMP2-201",0
"5187","EFHB-201",0
"5188","EFHC1-201",0
"5189","EFHC2-202",0
"5190","EFHD1-201",0
"5191","EFHD2-201",118
"5192","EFL1-201",157
"5193","EFNA1-202",0
"5194","EFNA2-201",0
"5195","EFNA3-201",0
"5196","EFNA4-202",0
"5197","EFNA5-201",0
"5198","EFNB1-201",0
"5199","EFNB2-202",0
"5200","EFNB3-201",0
"5201","EFR3A-201",177
"5202","EFR3B-204",0
"5203","EFS-201",0
"5204","EFTUD2-202",1023
"5205","EGF-201",0
"5206","EGFL6-202",0
"5207","EGFL7-203",0
"5208","EGFL8-220",0
"5209","EGFLAM-201",0
"5210","EGFR-201",0
"5211","EGLN1-201",176
"5212","EGLN2-207",0
"5213","EGLN3-201",0
"5214","EGR1-201",0
"5215","EGR2-201",0
"5216","EGR3-201",0
"5217","EGR4-202",0
"5218","EHBP1-201",0
"5219","EHBP1L1-201",578
"5220","EHD1-201",427
"5221","EHD2-201",0
"5222","EHD3-201",0
"5223","EHD4-201",249
"5224","EHF-201",0
"5225","EHHADH-201",0
"5226","EHMT1-203",213
"5227","EHMT2-204",263
"5228","EI24-201",148
"5229","EID1-201",640
"5230","EID2-201",72
"5231","EID2B-201",0
"5232","EID3-201",0
"5233","EIF1-203",1468
"5234","EIF1AD-211",114
"5235","EIF1AX-202",314
"5236","EIF1AY-201",0
"5237","EIF1B-201",164
"5238","EIF2A-203",605
"5239","EIF2AK1-201",532
"5240","EIF2AK2-201",275
"5241","EIF2AK3-201",764
"5242","EIF2AK4-201",236
"5243","EIF2B1-201",292
"5244","EIF2B2-201",0
"5245","EIF2B3-201",230
"5246","EIF2B4-206",160
"5247","EIF2B5-226",566
"5248","EIF2D-201",291
"5249","EIF2S1-201",392
"5250","EIF2S2-201",860
"5251","EIF2S3-201",501
"5252","EIF2S3B-202",0
"5253","EIF3A-201",2347
"5254","EIF3B-201",1777
"5255","EIF3C-202",0
"5256","EIF3CL-202",0
"5257","EIF3D-201",1703
"5258","EIF3E-201",1046
"5259","EIF3F-207",983
"5260","EIF3G-201",691
"5261","EIF3H-209",807
"5262","EIF3I-202",1332
"5263","EIF3J-201",304
"5264","EIF3K-201",1284
"5265","EIF3L-215",1591
"5266","EIF3M-208",783
"5267","EIF4A1-201",3426
"5268","EIF4A2-201",1724
"5269","EIF4A3-209",893
"5270","EIF4B-201",1562
"5271","EIF4E-203",170
"5272","EIF4E1B-209",0
"5273","EIF4E2-201",192
"5274","EIF4E3-204",0
"5275","EIF4EBP1-201",155
"5276","EIF4EBP2-201",114
"5277","EIF4EBP3-201",0
"5278","EIF4ENIF1-206",185
"5279","EIF4G1-209",3438
"5280","EIF4G2-208",2077
"5281","EIF4G3-214",283
"5282","EIF4H-202",972
"5283","EIF5-201",289
"5284","EIF5A-211",373
"5285","EIF5A2-201",0
"5286","EIF5AL1-201",0
"5287","EIF5B-201",789
"5288","EIF6-201",670
"5289","EIPR1-201",79
"5290","ELAC1-201",0
"5291","ELAC2-201",928
"5292","ELANE-202",0
"5293","ELAVL1-201",551
"5294","ELAVL2-202",0
"5295","ELAVL3-201",0
"5296","ELAVL4-204",0
"5297","ELF1-201",380
"5298","ELF2-204",142
"5299","ELF3-201",0
