"","transcript","count"
"1067","MALT1-208",224
"1068","MAN2A1-201",5082
"1069","MANF-204",646
"1070","MAP2K1-201",426
"1071","MAP2K2-201",323
"1072","MAP2K3-202",268
"1073","MAP4-207",1119
"1074","MAP4K1-201",483
"1075","MAPK1-201",462
"1076","MAPK14-201",234
"1077","MAPK1IP1L-201",452
"1078","MAPK3-201",465
"1079","MAPRE1-201",871
"1080","MAPRE2-201",201
"1081","MARCKS-201",734
"1082","MAT2A-201",1525
"1083","MAT2B-202",572
"1084","MATR3-201",0
"1085","MATR3-229",0
"1086","MBD1-222",431
"1087","MBD2-201",268
"1088","MCAT-201",82
"1089","MCCC1-201",375
"1090","MCCC2-201",511
"1091","MCEE-201",80
"1092","MCM2-201",1549
"1093","MCM3-205",1652
"1094","MCM4-201",2173
"1095","MCM5-201",1383
"1096","MCM6-201",1385
"1097","MCM7-201",1460
"1098","MCTS1-202",283
"1099","MDC1-201",375
"1100","MDH1-216",1541
"1101","MDH2-201",1534
"1102","ME2-201",609
"1103","MEPCE-201",315
"1104","METAP1-201",364
"1105","METAP2-202",624
"1106","METTL1-202",105
"1107","METTL7A-203",1917
"1108","MFAP1-201",197
"1109","MGAT1-202",1106
"1110","MIA3-202",1038
"1111","MICAL1-202",514
"1112","MICU1-201",324
"1113","MIER1-203",220
"1114","MIF-201",1954
"1115","MINPP1-202",394
"1116","MIS18A-201",133
"1117","MKI67-202",3026
"1118","MLEC-201",161
"1119","MMS19-203",454
"1120","MOGS-203",917
"1121","MPDU1-201",447
"1122","MPHOSPH10-201",321
"1123","MPI-202",511
"1124","MPP6-201",99
"1125","MPST-202",152
"1126","MRM1-204",0
"1127","MRPL1-201",201
"1128","MRPL11-201",209
"1129","MRPL13-201",266
"1130","MRPL14-201",345
"1131","MRPL15-201",531
"1132","MRPL16-201",517
"1133","MRPL17-201",382
"1134","MRPL18-201",165
"1135","MRPL19-202",294
"1136","MRPL2-202",257
"1137","MRPL21-201",215
"1138","MRPL22-206",257
"1139","MRPL23-205",446
"1140","MRPL24-202",389
"1141","MRPL27-201",257
"1142","MRPL28-211",424
"1143","MRPL3-201",543
"1144","MRPL32-201",301
"1145","MRPL34-201",203
"1146","MRPL37-202",579
"1147","MRPL39-202",207
"1148","MRPL4-202",598
"1149","MRPL40-201",381
"1150","MRPL41-201",407
"1151","MRPL43-203",286
"1152","MRPL44-201",295
"1153","MRPL45-203",181
"1154","MRPL46-201",42
"1155","MRPL47-203",457
"1156","MRPL49-201",200
"1157","MRPL50-201",162
"1158","MRPL51-201",349
"1159","MRPL53-201",332
"1160","MRPL54-201",371
"1161","MRPL55-209",261
"1162","MRPL9-202",448
"1163","MRPS11-201",254
"1164","MRPS12-203",296
"1165","MRPS14-202",353
"1166","MRPS15-201",334
"1167","MRPS16-202",362
"1168","MRPS17-201",0
"1169","MRPS18A-202",198
"1170","MRPS18B-206",439
"1171","MRPS18C-201",132
"1172","MRPS2-202",420
"1173","MRPS21-201",288
"1174","MRPS22-212",216
"1175","MRPS23-201",275
"1176","MRPS25-201",219
"1177","MRPS26-201",193
"1178","MRPS27-201",353
"1179","MRPS28-201",65
"1180","MRPS30-202",441
"1181","MRPS31-201",115
"1182","MRPS33-201",262
"1183","MRPS34-202",347
"1184","MRPS35-201",458
"1185","MRPS36-201",161
"1186","MRPS5-201",431
"1187","MRPS6-201",129
"1188","MRPS7-201",368
"1189","MRPS9-201",212
"1190","MRRF-202",113
"1191","MRTO4-201",336
"1192","MSH2-201",496
"1193","MSH6-201",1130
"1194","MSI2-201",431
"1195","MSN-201",2370
"1196","MTAP-213",102
"1197","MTCH2-201",501
"1198","MTDH-201",454
"1199","MTHFD1-220",620
"1200","MTHFD1L-203",135
"1201","MTHFD2-201",792
"1202","MTPN-201",497
"1203","MTX1-207",517
"1204","MTX2-201",149
"1205","MVP-202",921
"1206","MYBBP1A-201",839
"1207","MYCBP-203",1
"1208","MYH10-202",355
"1209","MYH14-203",0
"1210","MYH9-201",8085
"1211","MYL6-207",1445
"1212","MYO18A-202",556
"1213","MYO1C-219",298
"1214","MYO1D-201",797
"1215","MYO5A-201",484
"1216","MYO6-216",1209
"1217","NAA10-208",412
"1218","NAA15-201",712
"1219","NAA38-205",362
"1220","NAA50-201",575
"1221","NACA-201",1325
"1222","NAE1-201",549
"1223","NAGK-201",463
"1224","NANS-201",442
"1225","NAP1L1-227",1730
"1226","NAPA-201",649
"1227","NAPG-201",203
"1228","NASP-202",947
"1229","NAT10-201",635
"1230","NCAPD2-201",1234
"1231","NCAPG-201",765
"1232","NCAPH-201",377
"1233","NCBP1-202",458
"1234","NCBP2-201",394
"1235","NCKAP1L-201",1141
"1236","NCL-201",3452
"1237","NCLN-201",533
"1238","NCOA5-201",241
"1239","NCSTN-201",1242
"1240","NDRG1-202",1144
"1241","NDRG3-201",248
"1242","NDUFA10-201",505
"1243","NDUFA13-204",256
"1244","NDUFA2-201",474
"1245","NDUFA3-214",434
"1246","NDUFA6-202",610
"1247","NDUFA7-201",0
"1248","NDUFA8-201",348
"1249","NDUFA9-201",83
"1250","NDUFAF2-201",95
"1251","NDUFAF3-202",579
"1252","NDUFAF4-201",260
"1253","NDUFB1-201",243
"1254","NDUFB10-201",504
"1255","NDUFB11-202",601
"1256","NDUFB4-201",760
"1257","NDUFB5-201",827
"1258","NDUFB6-203",445
"1259","NDUFB9-201",589
"1260","NDUFS1-201",1152
"1261","NDUFS2-201",1393
"1262","NDUFS3-201",474
"1263","NDUFS5-201",549
"1264","NDUFS6-201",474
"1265","NDUFS7-201",1032
"1266","NDUFS8-201",724
"1267","NDUFV1-229",1194
"1268","NDUFV2-201",1714
"1269","NECAP2-201",494
"1270","NEK7-202",315
"1271","NEMF-201",129
"1272","NENF-201",117
"1273","NEU1-206",675
"1274","NFATC2IP-201",219
"1275","NFKB1-201",490
"1276","NFKB2-203",1076
"1277","NFS1-203",105
"1278","NFU1-201",147
"1279","NFYA-201",183
"1280","NGLY1-202",594
"1281","NHLRC2-201",109
"1282","NHP2-201",426
"1283","NIF3L1-210",149
"1284","NIP7-201",192
"1285","NIPSNAP1-201",250
"1286","NIPSNAP3A-201",181
"1287","NIT2-201",235
"1288","NKRF-202",177
"1289","NLE1-202",90
"1290","NLN-201",166
"1291","NME1-203",137
"1292","NME1-NME2-203",0
"1293","NMT1-213",620
"1294","NNT-201",1416
"1295","NOB1-201",442
"1296","NOC2L-201",659
"1297","NOC3L-201",345
"1298","NOL9-201",278
"1299","NOLC1-202",1506
"1300","NOM1-201",237
"1301","NONO-201",1932
"1302","NOP10-201",296
"1303","NOP14-203",480
"1304","NOP16-207",240
"1305","NOP2-201",0
"1306","NOP56-201",1001
"1307","NOP58-201",1056
"1308","NOSIP-204",292
"1309","NPC2-207",439
"1310","NPEPPS-201",1198
"1311","NPLOC4-201",598
"1312","NPM1-201",1487
"1313","NPM3-201",169
"1314","NR2C2AP-201",54
"1315","NRBP1-201",356
"1316","NSDHL-201",211
"1317","NSF-201",388
"1318","NSFL1C-201",469
"1319","NSL1-202",264
"1320","NSUN2-201",754
"1321","NT5DC1-201",266
"1322","NUBP1-201",174
"1323","NUBP2-201",225
"1324","NUCB1-201",1630
"1325","NUCB2-208",275
"1326","NUCKS1-201",602
"1327","NUDC-201",636
"1328","NUDCD2-201",114
"1329","NUDCD3-202",426
"1330","NUDT21-201",368
"1331","NUDT5-207",375
"1332","NUDT8-202",327
"1333","NUMA1-205",1753
"1334","NUP107-201",365
"1335","NUP133-201",582
"1336","NUP153-201",646
"1337","NUP155-201",784
"1338","NUP160-201",470
"1339","NUP205-201",1221
"1340","NUP210-201",4361
"1341","NUP214-201",543
"1342","NUP35-201",62
"1343","NUP43-201",170
"1344","NUP50-201",293
"1345","NUP54-201",322
"1346","NUP62-208",652
"1347","NUP85-201",253
"1348","NUP88-207",374
"1349","NUP93-201",380
"1350","NUP98-201",771
"1351","NUTF2-201",599
"1352","NXF1-213",391
"1353","OAT-201",846
"1354","OBSCN-210",0
"1355","OCIAD1-202",724
"1356","OGDH-201",990
"1357","OGFR-201",255
"1358","OGT-202",800
"1359","OLA1-201",596
"1360","OPA1-205",598
"1361","OPTN-204",526
"1362","OS9-202",2185
"1363","OSBP-201",628
"1364","OSBPL8-201",338
"1365","OSTF1-201",436
"1366","OTUB1-209",528
"1367","OTUD6B-201",57
"1368","OVCA2-201",45
"1369","OXCT1-201",445
"1370","OXR1-209",220
"1371","OXSM-201",85
"1372","OXSR1-201",247
"1373","P4HA1-201",1963
"1374","P4HB-201",4571
"1375","PA2G4-201",1350
"1376","PAAF1-201",128
"1377","PABPC4-203",2991
"1378","PABPN1-201",52
"1379","PAF1-201",369
"1380","PAFAH1B1-202",664
"1381","PAFAH1B2-204",236
"1382","PAFAH1B3-202",131
"1383","PAICS-207",1616
"1384","PAIP2-202",479
"1385","PAK1-202",324
"1386","PAK2-201",1021
"1387","PAPSS1-201",605
"1388","PARK7-201",849
"1389","PARN-203",285
"1390","PARP1-203",4359
"1391","PATL1-201",181
"1392","PAWR-201",127
"1393","PBK-201",279
"1394","PBRM1-205",676
"1395","PBXIP1-202",6808
"1396","PCBP1-201",2142
"1397","PCK2-201",0
"1398","PCM1-212",1012
"1399","PCMT1-212",290
"1400","PCNA-202",1319
"1401","PCNP-201",267
"1402","PCP4-201",292
"1403","PCYT1A-201",255
"1404","PDAP1-201",385
"1405","PDCD10-201",379
"1406","PDCD11-201",395
"1407","PDCD4-201",717
"1408","PDCD5-207",286
"1409","PDCD6-201",11
"1410","PDCD6IP-206",1462
"1411","PDCL3-201",180
"1412","PDE12-201",350
"1413","PDHA1-206",648
"1414","PDHB-201",665
"1415","PDHX-201",186
"1416","PDIA3-201",3064
"1417","PDIA4-204",3563
"1418","PDIA5-201",274
"1419","PDIA6-201",3049
"1420","PDK1-201",1574
"1421","PDLIM1-201",890
"1422","PDLIM3-203",341
"1423","PDRG1-201",61
"1424","PDS5A-201",634
"1425","PDS5B-201",316
"1426","PDXDC1-202",540
"1427","PDXK-201",1058
"1428","PDZD11-201",150
"1429","PEA15-201",222
"1430","PEBP1-201",665
"1431","PELO-201",50
"1432","PELP1-201",613
"1433","PEPD-201",462
"1434","PES1-202",661
"1435","PEX11B-201",255
"1436","PEX19-201",367
"1437","PFAS-201",408
"1438","PFDN1-201",193
"1439","PFDN2-201",310
"1440","PFDN4-201",237
"1441","PFDN5-214",631
"1442","PFDN6-204",348
"1443","PFKL-201",1918
"1444","PFKM-203",748
"1445","PFN1-201",1688
"1446","PGAM1-201",883
"1447","PGAM5-203",134
"1448","PGD-201",871
"1449","PGK1-201",4533
"1450","PGLS-201",131
"1451","PGM1-202",866
"1452","PGM2-201",194
"1453","PGP-201",198
"1454","PGRMC1-201",241
"1455","PGRMC2-208",474
"1456","PHB-214",735
"1457","PHB2-203",1242
"1458","PHC3-215",627
"1459","PHF5A-201",98
"1460","PHF6-201",322
"1461","PHGDH-223",329
"1462","PHPT1-201",345
"1463","PICALM-202",700
"1464","PIGK-202",320
"1465","PIN1-201",318
"1466","PIN4-203",169
"1467","PITHD1-201",154
"1468","PITPNB-202",301
"1469","PITRM1-201",553
"1470","PKP2-202",1576
"1471","PLA2G4A-201",239
"1472","PLCG1-201",530
"1473","PLEC-201",0
"1474","PLEK-201",222
"1475","PLEKHO2-201",140
"1476","PLIN3-201",351
"1477","PLP2-202",846
"1478","PLRG1-202",397
"1479","PM20D2-201",771
"1480","PML-201",293
"1481","PMM2-201",287
"1482","PMPCA-201",581
"1483","PMPCB-201",699
"1484","PMVK-201",555
"1485","PNKP-201",170
"1486","PNN-201",309
"1487","PNO1-201",180
"1488","PNP-201",362
"1489","PNPO-217",215
"1490","PNPT1-205",369
"1491","POFUT1-202",201
"1492","POGZ-201",440
"1493","POLD1-212",345
"1494","POLD2-202",372
"1495","POLDIP2-201",458
"1496","POLDIP3-201",293
"1497","POLE3-202",364
"1498","POLR1C-210",209
"1499","POLR1E-202",249
"1500","POLR2A-201",499
"1501","POLR2B-202",1074
"1502","POLR2C-201",409
"1503","POLR2D-201",185
"1504","POLR2E-213",609
"1505","POLR2I-201",215
"1506","POLRMT-202",349
"1507","POR-218",394
"1508","POU2AF1-201",1514
"1509","POU2F1-204",125
"1510","PPA1-202",1429
"1511","PPA2-201",761
"1512","PPAT-201",350
"1513","PPCS-203",253
"1514","PPIA-204",1703
"1515","PPIB-201",1392
"1516","PPID-201",194
"1517","PPIE-201",322
"1518","PPIF-201",570
"1519","PPIG-201",408
"1520","PPIH-201",273
"1521","PPIL1-201",101
"1522","PPIL3-202",51
"1523","PPM1A-203",101
"1524","PPM1B-201",0
"1525","PPM1G-201",839
"1526","PPME1-201",162
"1527","PPOX-202",118
"1528","PPP1CB-203",1124
"1529","PPP1R10-201",605
"1530","PPP1R12A-203",617
"1531","PPP1R14B-201",215
"1532","PPP1R16B-201",461
"1533","PPP1R18-205",157
"1534","PPP1R7-201",365
"1535","PPP1R8-202",254
"1536","PPP1R9B-202",107
"1537","PPP2R1A-201",1300
"1538","PPP2R2A-202",458
"1539","PPP4C-201",596
"1540","PPP4R1-203",132
"1541","PPP4R2-201",333
"1542","PPP5C-201",396
"1543","PPP6C-201",548
"1544","PPP6R1-201",847
"1545","PPP6R3-203",692
"1546","PPT1-219",790
"1547","PQBP1-218",382
"1548","PRCC-201",423
"1549","PRDX1-201",1576
"1550","PRDX2-201",972
"1551","PRDX3-201",1054
"1552","PRDX4-202",1082
"1553","PRDX5-201",922
"1554","PRDX6-201",1030
"1555","PREB-201",427
"1556","PREP-203",336
"1557","PRKAR1A-203",1201
"1558","PRKAR2A-201",152
"1559","PRKCA-202",187
"1560","PRKCSH-209",2446
"1561","PRKD2-202",703
"1562","PRKD3-202",2364
"1563","PRKDC-201",3621
"1564","PRKRA-201",184
"1565","PRMT1-201",1139
"1566","PRMT5-202",267
"1567","PRPF19-201",1331
"1568","PRPF3-201",169
"1569","PRPF31-201",320
"1570","PRPF38A-201",292
"1571","PRPF4-202",280
"1572","PRPF40A-202",892
"1573","PRPF4B-201",389
"1574","PRPF6-201",733
"1575","PRPF8-205",3188
"1576","PRPS2-202",453
"1577","PRPSAP1-206",212
"1578","PRPSAP2-201",188
"1579","PRRC1-201",446
"1580","PRRC2A-202",1237
"1581","PRRC2C-201",2379
"1582","PSAP-202",4583
"1583","PSAT1-202",427
"1584","PSIP1-204",283
"1585","PSMA1-201",133
"1586","PSMA2-201",0
"1587","PSMA3-201",556
"1588","PSMA4-201",961
"1589","PSMA5-201",580
"1590","PSMA6-201",40
"1591","PSMA7-203",1111
"1592","PSMB1-201",837
"1593","PSMB10-201",1124
"1594","PSMB2-201",1058
"1595","PSMB3-211",1014
"1596","PSMB4-201",2039
"1597","PSMB5-202",321
"1598","PSMB6-201",1113
"1599","PSMB7-201",990
"1600","PSMB8-202",439
"1601","PSMB9-207",388
"1602","PSMC1-201",288
"1603","PSMC2-203",1061
"1604","PSMC3-213",1116
"1605","PSMC4-201",860
"1606","PSMC5-201",886
"1607","PSMC6-218",334
"1608","PSMD1-201",1032
"1609","PSMD10-201",384
"1610","PSMD11-201",955
"1611","PSMD12-201",581
"1612","PSMD13-212",964
"1613","PSMD14-201",724
"1614","PSMD2-201",2611
"1615","PSMD3-201",1130
"1616","PSMD4-202",1563
"1617","PSMD5-201",277
"1618","PSMD6-201",694
"1619","PSMD7-201",553
"1620","PSMD8-201",1274
"1621","PSMD9-207",91
"1622","PSME1-201",962
"1623","PSME2-201",730
"1624","PSME3-210",567
"1625","PSMF1-203",432
"1626","PSMG1-201",346
"1627","PSMG2-201",342
"1628","PSMG3-202",56
"1629","PSPC1-201",399
"1630","PTBP1-203",1982
"1631","PTCD3-201",466
"1632","PTGES2-202",233
"1633","PTGES3-201",989
"1634","PTK2B-203",2709
"1635","PTMA-202",1049
"1636","PTPN1-201",369
"1637","PTPN18-201",192
"1638","PTPN6-201",1774
"1639","PTRH2-202",209
"1640","PTRHD1-201",129
"1641","PUF60-208",1066
"1642","PUM1-201",540
"1643","PURA-201",134
"1644","PURB-201",86
"1645","PUS1-203",69
"1646","PUS7-202",137
"1647","PWP2-201",0
"1648","PYCR1-201",301
"1649","PYCR2-201",544
"1650","QDPR-201",187
"1651","QRICH1-202",531
"1652","RAB11B-201",700
"1653","RAB14-201",193
"1654","RAB18-201",252
"1655","RAB1A-203",469
"1656","RAB21-201",361
"1657","RAB24-201",427
"1658","RAB27A-202",282
"1659","RAB2A-201",408
"1660","RAB3GAP1-203",463
"1661","RAB3GAP2-202",713
"1662","RAB3IP-201",72
"1663","RAB4A-201",110
"1664","RAB5A-201",219
"1665","RAB5C-202",530
"1666","RAB6A-202",154
"1667","RAB7A-201",710
"1668","RAB8A-201",594
"1669","RABEP1-202",137
"1670","RABGGTB-201",270
"1671","RABIF-201",116
"1672","RABL3-201",51
"1673","RAC2-201",1599
"1674","RAD21-201",1228
"1675","RAD23A-203",531
"1676","RAD23B-201",1003
"1677","RAD50-201",0
"1678","RAE1-202",631
"1679","RAF1-201",369
"1680","RALY-201",1398
"1681","RAN-212",1544
"1682","RANBP1-208",820
"1683","RANBP2-201",578
"1684","RANBP3-202",587
"1685","RANGAP1-207",548
"1686","RAP1GDS1-202",369
"1687","RASA1-202",386
"1688","RASA2-201",296
"1689","RASAL3-201",607
"1690","RASSF5-202",402
"1691","RAVER1-205",677
"1692","RBBP4-202",1768
"1693","RBBP6-201",369
"1694","RBBP7-203",1064
"1695","RBM10-201",400
"1696","RBM12-203",961
"1697","RBM14-201",446
"1698","RBM14-RBM4-201",0
"1699","RBM15-208",327
"1700","RBM17-205",201
"1701","RBM22-201",386
"1702","RBM25-201",220
"1703","RBM26-201",416
"1704","RBM28-201",217
"1705","RBM3-203",696
"1706","RBM33-207",294
"1707","RBM39-203",690
"1708","RBM42-201",460
"1709","RBM47-201",412
"1710","RBM8A-204",583
"1711","RBX1-201",470
"1712","RCC1-203",348
"1713","RCC2-202",705
"1714","RCN1-201",100
"1715","RCN2-203",417
"1716","RCSD1-202",354
"1717","RDH13-203",87
"1718","RDH14-201",68
"1719","RDX-219",293
"1720","RECQL-204",382
"1721","REEP4-201",374
"1722","REEP5-202",1042
"1723","RELA-202",515
"1724","REPIN1-201",679
"1725","REXO2-220",482
"1726","RFC2-201",218
"1727","RFC3-201",107
"1728","RFC4-202",433
"1729","RHOB-201",650
"1730","RHOG-201",256
"1731","RIC8A-203",310
"1732","RING1-201",208
"1733","RNASEH2A-201",355
"1734","RNASEH2B-229",135
"1735","RNASEH2C-201",356
"1736","RNF113A-201",139
"1737","RNF114-201",256
"1738","RNF126-201",474
"1739","RNF20-202",298
"1740","RNF40-201",511
"1741","RNGTT-202",227
"1742","RNH1-224",810
"1743","RNMT-202",213
"1744","RNPEP-201",447
"1745","RNPS1-216",672
"1746","RPA1-201",1111
"1747","RPA2-203",352
"1748","RPA3-201",321
"1749","RPAP3-201",264
"1750","RPE-202",42
"1751","RPIA-201",74
"1752","RPL10A-201",1859
"1753","RPL11-201",1764
"1754","RPL12-201",1282
"1755","RPL13-201",1914
"1756","RPL13A-201",2375
"1757","RPL14-202",2120
"1758","RPL15-212",2581
"1759","RPL17-205",77
"1760","RPL17-C18orf32-203",0
"1761","RPL18-208",1990
"1762","RPL18A-201",1740
"1763","RPL19-201",2158
"1764","RPL21-202",1072
"1765","RPL22-201",434
"1766","RPL23-206",1581
"1767","RPL23A-204",1641
"1768","RPL24-201",1452
"1769","RPL26-208",436
"1770","RPL26L1-206",225
"1771","RPL27-206",1532
"1772","RPL27A-201",1830
"1773","RPL28-201",1689
"1774","RPL29-201",1939
"1775","RPL3-201",3610
"1776","RPL30-209",799
"1777","RPL31-201",1512
"1778","RPL32-204",1638
"1779","RPL34-203",1157
"1780","RPL35-201",1461
"1781","RPL35A-211",1546
"1782","RPL36-203",1306
"1783","RPL36A-209",0
"1784","RPL36A-HNRNPH2-201",0
"1785","RPL36AL-201",495
"1786","RPL37-201",1248
"1787","RPL37A-210",1038
"1788","RPL38-201",726
"1789","RPL4-201",3672
"1790","RPL5-202",1902
"1791","RPL6-202",1787
"1792","RPL7-201",2363
"1793","RPL7A-202",3080
"1794","RPL8-201",3152
"1795","RPL9-214",1997
"1796","RPLP0-219",2194
"1797","RPLP1-201",1036
"1798","RPLP2-207",1502
"1799","RPN1-201",3729
"1800","RPN2-201",4343
"1801","RPRD1A-202",149
"1802","RPRD1B-201",85
"1803","RPRD2-202",751
"1804","RPS11-201",1913
"1805","RPS12-201",1005
"1806","RPS13-202",1522
"1807","RPS14-202",1478
"1808","RPS15-209",2055
"1809","RPS15A-201",1506
"1810","RPS16-201",1954
"1811","RPS18-230",1959
"1812","RPS19-206",1647
"1813","RPS2-201",2149
"1814","RPS20-208",816
"1815","RPS21-201",930
"1816","RPS23-201",1560
"1817","RPS24-216",1547
"1818","RPS25-202",1266
"1819","RPS27-205",908
"1820","RPS27A-201",788
"1821","RPS27L-201",302
"1822","RPS28-203",1015
"1823","RPS29-205",423
"1824","RPS3-217",2748
"1825","RPS3A-201",2869
"1826","RPS4X-201",2810
"1827","RPS5-202",1787
"1828","RPS6-204",1894
"1829","RPS7-204",1854
"1830","RPS8-202",2434
"1831","RPS9-203",1525
"1832","RPUSD2-201",132
"1833","RRBP1-204",4184
"1834","RRM1-201",1549
"1835","RRM2-215",2791
"1836","RRP1-207",630
"1837","RRP12-211",521
"1838","RRP15-201",229
"1839","RRP1B-201",719
"1840","RRP8-201",84
"1841","RRP9-201",208
"1842","RRS1-201",261
"1843","RSF1-201",272
"1844","RSL1D1-204",1135
"1845","RSL24D1-201",399
"1846","RTF1-201",419
"1847","RTN4-205",584
"1848","RUFY1-204",246
"1849","RUNX2-210",614
"1850","RUVBL1-201",607
"1851","RUVBL2-206",620
"1852","S100A11-201",1325
"1853","SACM1L-216",514
"1854","SAE1-201",556
"1855","SAFB-211",655
"1856","SAFB2-201",256
"1857","SAMHD1-221",608
"1858","SAMM50-201",304
"1859","SAP18-208",415
"1860","SAP30BP-225",234
"1861","SAR1A-205",551
"1862","SART1-201",447
"1863","SART3-206",512
"1864","SASH3-201",711
"1865","SBDS-201",245
"1866","SCAF11-202",774
"1867","SCAMP1-207",195
"1868","SCAMP2-201",823
"1869","SCAMP3-201",909
"1870","SCARB2-201",1534
"1871","SCCPDH-201",245
"1872","SCFD1-203",240
"1873","SCLY-221",54
"1874","SCO1-201",196
"1875","SCO2-204",0
"1876","SCP2-203",404
"1877","SCPEP1-201",2363
"1878","SCRIB-201",362
"1879","SCYL1-201",426
"1880","SDC1-202",2229
"1881","SDF2-201",277
"1882","SDF2L1-201",370
"1883","SDF4-202",805
"1884","SDHA-201",229
"1885","SDHAF2-201",169
"1886","SDHB-201",609
"1887","SEC11C-204",1539
"1888","SEC13-202",691
"1889","SEC14L1-201",1615
"1890","SEC16A-203",902
"1891","SEC22B-201",236
"1892","SEC23A-201",130
"1893","SEC23B-202",1306
"1894","SEC23IP-201",443
"1895","SEC24C-201",1165
"1896","SEC24D-201",869
"1897","SEC31A-205",1460
"1898","SEC61B-201",685
"1899","SEC61G-203",600
"1900","SEC62-201",1257
"1901","SEC63-201",687
"1902","SEL1L-201",3204
"1903","SELPLG-203",3294
"1904","SEMA4A-202",5825
"1905","SEPHS1-201",209
"1906","SERBP1-204",1827
"1907","SERF2-203",403
"1908","SERPINB6-212",264
"1909","SET-201",842
"1910","SF1-204",1331
"1911","SF3A1-201",1214
"1912","SF3A2-201",943
"1913","SF3A3-201",691
"1914","SF3B1-201",2385
"1915","SF3B2-201",2899
"1916","SF3B3-201",1817
"1917","SF3B4-201",1208
"1918","SF3B5-201",256
"1919","SFN-201",29
"1920","SFPQ-201",2048
"1921","SFXN1-201",584
"1922","SFXN2-201",260
"1923","SGTA-201",400
"1924","SH3BGRL-201",274
"1925","SH3BGRL3-201",534
"1926","SH3GL1-201",139
"1927","SH3GLB1-201",390
"1928","SH3GLB2-203",853
"1929","SH3KBP1-205",235
"1930","SHC1-210",607
"1931","SHCBP1-201",795
"1932","SHMT1-201",278
"1933","SHMT2-201",1164
"1934","SIN3A-202",448
"1935","SKP1-202",691
"1936","SLAMF7-203",2511
"1937","SLC1A3-201",0
"1938","SLC1A4-201",3007
"1939","SLC1A5-203",1711
"1940","SLC25A1-201",499
"1941","SLC25A11-201",355
"1942","SLC25A20-201",449
"1943","SLC25A3-203",2115
"1944","SLC25A4-201",800
"1945","SLC25A5-201",2373
"1946","SLC25A6-201",1410
"1947","SLC30A1-201",962
"1948","SLC3A2-201",1436
"1949","SLC44A1-201",1411
"1950","SLC4A1AP-204",228
"1951","SLC4A2-214",539
"1952","SLC9A3R1-201",1368
"1953","SLIRP-209",217
"1954","SLK-202",341
"1955","SLTM-202",392
"1956","SMAP2-202",709
"1957","SMARCA2-209",911
"1958","SMARCA4-201",1079
"1959","SMARCA5-201",997
"1960","SMARCB1-204",484
"1961","SMARCC1-201",1049
"1962","SMARCC2-209",588
"1963","SMARCE1-202",114
"1964","SMC1A-201",1131
"1965","SMC2-201",585
"1966","SMC3-201",978
"1967","SMC4-201",3085
"1968","SMCHD1-201",586
"1969","SMN1-202",0
"1970","SMS-202",184
"1971","SMU1-201",674
"1972","SNAP23-201",203
"1973","SNAP29-201",158
"1974","SNAPIN-201",191
"1975","SND1-201",3865
"1976","SNRNP200-201",2645
"1977","SNRNP40-201",388
"1978","SNRNP70-206",575
"1979","SNRPA-201",445
"1980","SNRPA1-201",653
"1981","SNRPB2-201",512
"1982","SNRPC-201",567
"1983","SNRPD1-201",393
"1984","SNRPD2-201",828
"1985","SNRPD3-201",561
"1986","SNRPE-202",482
"1987","SNRPF-201",281
"1988","SNRPG-201",298
"1989","SNW1-201",309
"1990","SNX1-208",418
"1991","SNX12-207",75
"1992","SNX2-201",476
"1993","SNX3-201",303
"1994","SNX5-202",549
"1995","SNX6-201",241
"1996","SOD1-201",1283
"1997","SOD2-210",0
"1998","SOD2-215",0
"1999","SON-202",2959
"2000","SORD-201",88
"2001","SP1-201",823
"2002","SP3-201",632
"2003","SPAG9-202",293
"2004","SPATA5-201",119
"2005","SPATS2-223",356
"2006","SPATS2L-204",436
"2007","SPC24-206",275
"2008","SPC25-201",183
"2009","SPCS1-205",1023
"2010","SPCS2-201",1750
"2011","SPCS3-201",1076
"2012","SPTAN1-203",0
"2013","SPTBN1-202",0
"2014","SPTLC1-201",505
"2015","SQSTM1-202",1980
"2016","SRA1-201",206
"2017","SRCAP-201",0
"2018","SRI-201",274
"2019","SRM-201",626
"2020","SRP14-201",871
"2021","SRP19-206",268
"2022","SRP54-213",394
"2023","SRP68-201",700
"2024","SRP72-205",1001
"2025","SRP9-201",514
"2026","SRPK2-202",570
"2027","SRPRB-201",728
"2028","SRRM1-201",1130
"2029","SRRM2-201",3305
"2030","SRRT-216",571
"2031","SRSF1-201",8
"2032","SRSF3-202",980
"2033","SRSF4-201",412
"2034","SRSF5-203",842
"2035","SRSF6-201",343
"2036","SRSF7-201",818
"2037","SRSF9-201",360
"2038","SS18-203",693
"2039","SSB-202",730
"2040","SSBP1-210",831
"2041","SSNA1-201",164
"2042","SSR1-201",1661
"2043","SSR3-201",1788
"2044","SSR4-201",1731
"2045","SSRP1-201",1145
"2046","SSU72-201",238
"2047","ST14-201",737
"2048","ST3GAL1-207",251
"2049","ST6GAL1-201",2559
"2050","STAMBP-202",210
"2051","STARD5-201",132
"2052","STAT1-201",324
"2053","STAT2-201",1196
"2054","STAT3-201",481
"2055","STAU2-229",361
"2056","STBD1-201",41
"2057","STIM1-201",693
"2058","STIP1-201",1597
"2059","STK10-201",616
"2060","STK24-208",442
"2061","STK38L-201",784
"2062","STK39-201",106
"2063","STK4-202",771
"2064","STMN1-203",1022
"2065","STMN2-201",0
