,15,20,25,30,35,40
NADK-201,0.8061823802163833,0.9882534775888717,0.9901081916537867,0.990726429675425,0.9894899536321484,0.9879443585780525
GNB1-201,0.7730003161555485,0.9740752450205501,0.9813468226367372,0.9848245336705659,0.9860891558646854,0.9860891558646854
CALML6-201,0.7223880597014926,0.9716417910447761,0.9641791044776119,0.9567164179104478,0.9492537313432836,0.9417910447761194
TMEM52-201,0.7379679144385026,0.9636363636363636,0.9700534759358289,0.9689839572192513,0.9636363636363636,0.9582887700534759
CFAP74-209,0.776253097007814,0.9952353725938632,0.9954259576901087,0.9944730322088813,0.9935201067276539,0.9925671812464265
GABRD-201,0.7774294670846394,0.9858934169278997,0.987460815047022,0.9848484848484849,0.9822361546499477,0.9796238244514106
PRKCZ-201,0.8067085953878407,0.9865828092243186,0.9878406708595387,0.9878406708595387,0.9857442348008386,0.9836477987421384
FAAP20-202,0.7042640990371389,0.9243466299862448,0.9312242090784044,0.938101788170564,0.9449793672627235,0.9463548830811555
SKI-201,0.7302317935229328,0.9671214861088279,0.9758342922899885,0.9778070031234588,0.979944106526385,0.9824099950682229
MORN1-203,0.8091185410334346,0.9884498480243161,0.9854103343465046,0.982370820668693,0.9793313069908814,0.9762917933130699
RER1-209,0.8358652575957728,0.9930647291941875,0.9920739762219286,0.9904227212681638,0.9887714663143989,0.9871202113606341
PEX10-202,0.8,0.9915343915343915,0.9915343915343915,0.9897707231040564,0.9880070546737213,0.9862433862433863
PLCH2-203,0.7513347022587269,0.9919917864476386,0.9950718685831622,0.9940451745379877,0.9930184804928132,0.9919917864476386
PANK4-201,0.830367285119273,0.988640666414237,0.9905338886785309,0.9890193108670958,0.9871260886028019,0.9852328663385082
HES5-201,0.7447129909365559,0.9690332326283988,0.9803625377643505,0.9780966767371602,0.974320241691843,0.9705438066465257
TNFRSF14-201,0.7662565905096661,0.9853544229642648,0.9853544229642648,0.9830111306385472,0.9800820152314001,0.9771528998242531
PRXL2B-204,0.8005096468875137,0.9930833636694576,0.9912631962140517,0.9894430287586458,0.98762286130324,0.985802693847834
MMEL1-201,0.8013199027440083,0.9881903438693991,0.9906217436609934,0.9899270580062521,0.9881903438693991,0.986453629732546
TTC34-201,0.7519854776491944,0.983548899478103,0.9920580894032222,0.9937599273882459,0.9943272067165873,0.9948944860449285
ACTRT2-201,0.7397355601948504,0.9735560194850382,0.9756437021572721,0.9756437021572721,0.9756437021572721,0.9728601252609603
PRDM16-201,0.7855828926189928,0.9928719245803633,0.9964359622901816,0.9966659002069441,0.996091055415038,0.9955162106231318
ARHGEF16-203,0.7664776754075124,0.9925584691708008,0.9914953933380581,0.9897236002834869,0.9879518072289156,0.9861800141743444
MEGF6-202,0.7932285368802902,0.9957006583366922,0.9967754937525192,0.9961037216176273,0.9954319494827355,0.9947601773478436
TPRG1L-202,0.7509371095376927,0.9462723865056226,0.9675135360266556,0.9745939192003332,0.9795918367346939,0.982923781757601
WRAP73-201,0.8126477541371159,0.9887706855791962,0.9858156028368794,0.9828605200945626,0.9799054373522459,0.9769503546099291
TP73-208,0.7827426810477658,0.990562403697997,0.9946070878274268,0.9944144838212635,0.9934514637904468,0.9924884437596302
CCDC27-201,0.736,0.9863529411764705,0.9887058823529412,0.9863529411764705,0.984,0.9816470588235294
SMIM1-201,0.7257769652650823,0.9652650822669104,0.9561243144424132,0.946983546617916,0.9378427787934186,0.9287020109689214
LRRC47-201,0.7355333488264002,0.9491052753892633,0.9609574715314897,0.9674645596095747,0.9744364396932372,0.9779223797350686
CEP104-202,0.7151298398382833,0.8983050847457628,0.9220960970300108,0.9392007463846991,0.9539729435546571,0.963302752293578
DFFB-205,0.6724320508295094,0.8478644546417226,0.8824567596187787,0.9117543240381222,0.935757147899753,0.9587010236498411
C1orf174-201,0.6972644376899696,0.8541033434650456,0.878419452887538,0.896048632218845,0.9118541033434651,0.9288753799392098
AJAP1-202,0.8006114691786481,0.9823996033713436,0.9880185093372996,0.9908279623202776,0.9928111056023797,0.9941332011237812
NPHP4-201,0.8230070635721494,0.9957618567103935,0.9951564076690211,0.9941473259334006,0.9931382441977801,0.9921291624621594
KCNAB2-206,0.805439330543933,0.9953509995351,0.9944211994421199,0.993258949325895,0.9920966992096699,0.9909344490934449
CHD5-201,0.7339086294416244,0.9641624365482233,0.9725888324873097,0.9752284263959391,0.9770558375634518,0.9778680203045685
AL031847.2-201,0.31070889894419307,0.34992458521870284,0.3574660633484163,0.3650075414781297,0.37254901960784315,0.38009049773755654
RPL22-201,0.739932071809801,0.8864628820960698,0.8874332848131975,0.8874332848131975,0.8874332848131975,0.8874332848131975
RNF207-201,0.7091183119819141,0.8922381311228335,0.9155990957045969,0.9414719919618186,0.9557900025119317,0.961818638533032
ICMT-201,0.7416058394160584,0.9147028154327425,0.937851929092805,0.9520333680917622,0.9637122002085505,0.9741397288842545
HES3-201,0.7492957746478873,0.9647887323943662,0.9661971830985916,0.9591549295774648,0.952112676056338,0.9450704225352112
GPR153-201,0.7389232968080038,0.9892806098141972,0.9942829919009052,0.9930919485469271,0.991900905192949,0.9907098618389709
ACOT7-202,0.8163265306122449,0.9889685603971319,0.9867622724765582,0.9840044125758411,0.9812465526751241,0.9784886927744071
HES2-201,0.7057719380572501,0.9063819802909432,0.9260910370717973,0.9382918817456594,0.9500234631628344,0.9572970436414828
ESPN-217,0.7682754727631951,0.9870166525543325,0.9929438329099634,0.9918148461755575,0.9904036127575501,0.9889923793395428
TNFRSF25-204,0.7372307692307692,0.9292307692307692,0.936,0.936,0.936,0.936
PLEKHG5-211,0.7013756613756614,0.944973544973545,0.9623280423280424,0.9686772486772487,0.9752380952380952,0.977989417989418
NOL9-201,0.6496152105024898,0.8107741059302852,0.8545344801569338,0.8928625320657915,0.9330013580805795,0.9572959106684774
TAS1R1-201,0.8241678726483358,0.9895079594790159,0.9913169319826338,0.9895079594790159,0.9876989869753979,0.98589001447178
ZBTB48-202,0.7716233489561142,0.9846612697060076,0.9897741798040051,0.9876438005965061,0.9855134213890072,0.9833830421815083
KLHL21-201,0.7954089592155115,0.9948740806775128,0.9946512146200134,0.9935368843325162,0.9924225540450189,0.9913082237575217
PHF13-201,0.8196585903083701,0.9911894273127754,0.9933920704845814,0.9920154185022027,0.9906387665198237,0.989262114537445
THAP3-201,0.7986822840409956,0.986090775988287,0.9824304538799414,0.9787701317715959,0.9751098096632503,0.9714494875549048
DNAJC11-202,0.8059981255857545,0.9937519525148392,0.9925023430178069,0.9909403311465167,0.9893783192752265,0.9878163074039362
CAMTA1-201,0.8009381765696416,0.9921818619196536,0.9959105123887418,0.9965119076256916,0.9959105123887418,0.9953091171517922
VAMP3-201,0.8471074380165289,0.990358126721763,0.9889807162534435,0.9866850321395776,0.9843893480257117,0.9820936639118457
PER3-208,0.7983539094650206,0.976258309591643,0.9787907565685343,0.9792655903767015,0.98005698005698,0.9808483697372586
UTS2-202,0.8211091234347049,0.9660107334525939,0.9570661896243292,0.9481216457960644,0.9391771019677997,0.9302325581395349
TNFRSF9-204,0.6443886097152429,0.8402010050251256,0.8988274706867672,0.9385259631490788,0.9646566164154103,0.9760469011725293
PARK7-201,0.8163265306122449,0.9813664596273292,0.9787045252883763,0.974267968056788,0.9698314108251996,0.9653948535936113
ERRFI1-201,0.8317726832418469,0.9916047788182112,0.9922505650629642,0.9906360994510817,0.9890216338391993,0.9874071682273168
SLC45A1-202,0.7959770114942529,0.9906609195402298,0.9913793103448276,0.9895833333333334,0.9877873563218391,0.9859913793103449
RERE-201,0.7804634936456516,0.99352105656616,0.9970097184151507,0.9963867430849739,0.9957637677547969,0.99514079242462
ENO1-201,0.5603593486805165,0.7069062324536777,0.7782144862436833,0.832678270634475,0.8731049971925884,0.9017405951712522
CA6-203,0.8350824587706147,0.9835082458770614,0.9820089955022488,0.9782608695652174,0.974512743628186,0.9707646176911544
SLC2A7-201,0.7946718648473035,0.9857050032488629,0.9844054580896686,0.9811565951916829,0.9779077322936972,0.9746588693957114
SLC2A5-202,0.6851897184822522,0.8932680538555692,0.9370869033047735,0.9564259485924113,0.966952264381885,0.9723378212974296
GPR157-201,0.6611506638445257,0.8537617856455647,0.8882047335000962,0.9159130267461997,0.9336155474312103,0.9468924379449682
H6PD-201,0.7346671039685143,0.9312342844648519,0.9489450092926642,0.9631573193396742,0.9746364928391823,0.9806493932436865
SPSB1-201,0.8045717965228589,0.9867997424339987,0.9913071474565357,0.9906632324533161,0.9890534449452673,0.9874436574372183
SLC25A33-201,0.6579560155239327,0.8201811125485123,0.8602846054333765,0.8913324708926261,0.9169469598965071,0.9322121604139716
TMEM201-202,0.7370904325032765,0.9931847968545217,0.9937090432503276,0.9923984272608126,0.9910878112712975,0.9897771952817824
PIK3CD-202,0.7533259423503326,0.9502956393200296,0.9595343680709535,0.9691426459719142,0.9772727272727273,0.9844789356984479
CLSTN1-201,0.7966429954809554,0.9855820959758984,0.9924682590918872,0.9937594146761352,0.9926834516892619,0.9916074887023887
CTNNBIP1-203,0.7548236859614105,0.9916833000665336,0.9920159680638723,0.9903526280771789,0.9886892880904857,0.9870259481037924
LZIC-202,0.6580477049508919,0.8512728001603528,0.9021848065744639,0.9334535979154139,0.9532972539587091,0.9693325315694528
NMNAT1-201,0.6280128548473487,0.7825388323513658,0.8146759507230852,0.8489555436529191,0.8901981788966256,0.9212640599892876
RBP7-201,0.8176,0.9696,0.9616,0.9536,0.9456,0.9376
UBE4B-201,0.8487007544006706,0.9960184409052808,0.9949706621961442,0.9939228834870075,0.9928751047778709,0.9918273260687342
KIF1B-204,0.7891086324866435,0.9529477926703533,0.9669134876745712,0.9776923797919205,0.9844409035523479,0.9899709438560315
PGD-201,0.8253968253968254,0.9845679012345679,0.9854497354497355,0.9872134038800705,0.9850088183421517,0.9828042328042328
CENPS-CORT-201,0.292716133424098,0.3424098025867937,0.3458134785568414,0.34921715452688906,0.3526208304969367,0.35602450646698436
CENPS-201,0.46298342541436466,0.5988950276243094,0.6,0.6,0.6,0.6
CORT-201,0.23413566739606126,0.3161925601750547,0.31838074398249455,0.31838074398249455,0.31838074398249455,0.31838074398249455
DFFA-202,0.5550952775476388,0.7411764705882353,0.8102734051367025,0.8608119304059652,0.9035625517812759,0.932062966031483
PEX14-201,0.708636836628512,0.9812695109261186,0.9854318418314256,0.9849115504682622,0.9823100936524454,0.9797086368366286
CASZ1-202,0.7442651877993446,0.9834887824552558,0.9930678094277792,0.9945802873708092,0.9952104865137383,0.9950844466851525
C1orf127-201,0.7881202462875769,0.9920318725099602,0.9913074972835929,0.9894965592176748,0.9876856211517566,0.9858746830858385
TARDBP-201,0.5529271206690561,0.6659498207885305,0.6709677419354839,0.6745519713261648,0.6781362007168459,0.6817204301075269
AL109811.3-201,0.18349135527049637,0.22364751812604575,0.2320133853876185,0.2403792526491913,0.2487451199107641,0.2571109871723369
MASP2-201,0.8354378818737271,0.9914460285132383,0.990224032586558,0.9881873727087577,0.9861507128309572,0.9841140529531568
SRM-201,0.7325396825396825,0.9817460317460317,0.9809523809523809,0.976984126984127,0.973015873015873,0.969047619047619
EXOSC10-202,0.8379828326180258,0.9924892703862661,0.9914163090128756,0.9896280400572246,0.9878397711015737,0.9860515021459227
MTOR-201,0.8340786607040477,0.9965600275197798,0.9972480220158239,0.9966746932691205,0.9961013645224172,0.9955280357757138
ANGPTL7-201,0.7783273381294964,0.9901079136690647,0.9892086330935251,0.9869604316546763,0.9847122302158273,0.9824640287769785
UBIAD1-202,0.7537026878771256,0.9284147010422381,0.9382885353812397,0.9517279210093252,0.9616017553483269,0.9695556774547449
DISP3-201,0.7889838556505223,0.9943019943019943,0.9954415954415955,0.9944919278252612,0.9935422602089269,0.9925925925925926
FBXO2-201,0.745920745920746,0.9797979797979798,0.9813519813519813,0.9774669774669774,0.9735819735819736,0.9696969696969697
FBXO44-206,0.6753012048192771,0.8665662650602409,0.8882530120481927,0.9087349397590362,0.9268072289156627,0.9394578313253013
FBXO6-201,0.5602493074792244,0.7174515235457064,0.7451523545706371,0.7763157894736842,0.8123268698060941,0.8421052631578947
MAD2L2-201,0.7827956989247312,0.9897849462365591,0.9870967741935484,0.9844086021505376,0.9817204301075269,0.9790322580645161
DRAXIN-201,0.6746775288526816,0.8668024439918534,0.8992532247114732,0.9270875763747454,0.9489477257298031,0.9682281059063137
AGTRAP-201,0.7734513274336283,0.9814159292035398,0.9787610619469026,0.9743362831858408,0.9699115044247788,0.9654867256637168
C1orf167-202,0.7260726072607261,0.9951595159515951,0.9947194719471947,0.9936193619361936,0.9925192519251925,0.9914191419141914
MTHFR-205,0.7177130580090714,0.9269515397469563,0.9538075913105754,0.9695631415612318,0.9783957985199332,0.9830508474576272
CLCN6-202,0.8239398819108964,0.9960636965467883,0.9957058507783145,0.9948112363571301,0.9939166219359457,0.9930220075147611
NPPA-202,0.8023391812865497,0.9777777777777777,0.9719298245614035,0.9660818713450292,0.960233918128655,0.9543859649122807
NPPB-201,0.7344632768361582,0.9449152542372882,0.961864406779661,0.9590395480225988,0.9519774011299436,0.9449152542372882
KIAA2013-201,0.7247250798155375,0.9907768712309329,0.9914863426747074,0.9897126640652714,0.9879389854558354,0.9861653068463995
PLOD1-201,0.8057795698924731,0.9932795698924731,0.9919354838709677,0.990255376344086,0.9885752688172043,0.9868951612903226
MFN2-203,0.8391083645994262,0.9958066651953211,0.9947031560361951,0.993599646877069,0.9924961377179431,0.991392628558817
MIIP-201,0.7410772225827384,0.9857235561323816,0.9844256975989617,0.9811810512654121,0.9779364049318624,0.9746917585983128
TNFRSF8-201,0.8093085106382979,0.9928191489361702,0.9936170212765958,0.9922872340425531,0.9909574468085106,0.9896276595744681
TNFRSF1B-201,0.6946026579875237,0.9151071331705994,0.9384323298074315,0.9549769460265799,0.9685381068619474,0.978302142663412
VPS13D-213,0.8426592797783934,0.9959987688519545,0.9967990150815635,0.9968605724838412,0.9971068020929517,0.997229916897507
DHRS3-204,0.7819173103134939,0.9659245797364834,0.975920036347115,0.9850068150840527,0.9845524761472059,0.9822807814629714
AADACL4-201,0.8285714285714286,0.9879365079365079,0.9847619047619047,0.9815873015873016,0.9784126984126984,0.9752380952380952
AADACL3-201,0.8202219482120838,0.9901356350184957,0.9918618988902589,0.9926017262638718,0.9916152897657213,0.9903822441430333
C1orf158-203,0.6186868686868687,0.7842312008978676,0.8271604938271605,0.8591470258136925,0.8790684624017957,0.8981481481481481
PRAMEF12-201,0.524636058230683,0.7603583426651735,0.8213885778275476,0.8667413213885778,0.8936170212765957,0.9120940649496081
PRAMEF1-201,0.16157407407407406,0.25092592592592594,0.30462962962962964,0.3509259259259259,0.3939814814814815,0.43425925925925923
PRAMEF11-201,0.1002710027100271,0.15067750677506775,0.1831978319783198,0.22059620596205962,0.2601626016260163,0.2932249322493225
HNRNPCL1-201,0.09876543209876543,0.15167548500881833,0.19223985890652556,0.23721340388007053,0.2839506172839506,0.3236331569664903
PRAMEF2-201,0.20097442143727162,0.3118148599269184,0.3696711327649208,0.42082825822168085,0.46650426309378806,0.5079171741778319
PRAMEF4-201,0.08641304347826087,0.12228260869565218,0.1532608695652174,0.18097826086956523,0.20815217391304347,0.23532608695652174
PRAMEF10-201,0.06491803278688525,0.09180327868852459,0.11409836065573771,0.13639344262295083,0.1560655737704918,0.17573770491803278
PRAMEF7-202,0.0414572864321608,0.07977386934673367,0.10050251256281408,0.11746231155778894,0.13316582914572864,0.14886934673366833
PRAMEF6-201,0.004651162790697674,0.011627906976744186,0.014534883720930232,0.020348837209302327,0.030813953488372094,0.04244186046511628
PRAMEF27-201,0.03488996242619431,0.05367686527106817,0.06709608158883522,0.08588298443370908,0.10466988727858294,0.12506709608158884
HNRNPCL3-201,0.03484320557491289,0.04965156794425087,0.05836236933797909,0.06794425087108014,0.08101045296167247,0.09059233449477352
PRAMEF25-201,0.005904455179817499,0.010735373054213635,0.013419216317767043,0.013419216317767043,0.015566290928609769,0.016639828234031134
HNRNPCL2-202,0.11678200692041522,0.20155709342560554,0.2517301038062284,0.2967128027681661,0.3382352941176471,0.370242214532872
PRAMEF26-201,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL4-201,0.22642607683352736,0.30267753201396974,0.33061699650756693,0.35157159487776485,0.3661233993015134,0.3777648428405122
PRAMEF9-201,0.005367686527106817,0.010735373054213635,0.013419216317767043,0.02147074610842727,0.03166935050993022,0.043478260869565216
PRAMEF13-201,0.0744336569579288,0.1289875173370319,0.1650485436893204,0.20711974110032363,0.24503005085529359,0.279704114655571
PRAMEF18-202,0.43686502177068215,0.6066763425253991,0.6569908079342042,0.6932752781809386,0.7160135462022255,0.7358490566037735
PRAMEF5-201,0.013953488372093023,0.020930232558139535,0.026744186046511628,0.03255813953488372,0.04127906976744186,0.05058139534883721
PRAMEF8-201,0.1220173535791757,0.18058568329718006,0.2044468546637744,0.2245119305856833,0.24078091106290672,0.25813449023861174
PRAMEF33-201,0.03689064558629776,0.06587615283267458,0.08761528326745718,0.11330698287220026,0.14097496706192358,0.1686429512516469
PRAMEF15-201,0.04611260053619303,0.06863270777479893,0.09008042895442359,0.11045576407506702,0.12922252010723861,0.14638069705093834
PRAMEF14-201,0.0688539741219963,0.1122920517560074,0.14417744916820702,0.1788354898336414,0.22181146025878004,0.2634011090573013
PRAMEF19-201,0.30833333333333335,0.43819444444444444,0.5076388888888889,0.5597222222222222,0.5923611111111111,0.6208333333333333
PRAMEF17-201,0.45817490494296575,0.6584283903675539,0.7566539923954373,0.8193916349809885,0.8631178707224335,0.8992395437262357
PRAMEF20-201,0.4978083907326237,0.7075767063243582,0.7845961177207263,0.8409517845961177,0.8778960551033187,0.9035691922354414
LRRC38-201,0.7407749077490775,0.9769372693726938,0.9843173431734318,0.9843173431734318,0.9843173431734318,0.9820110701107011
PDPN-201,0.7696520618556701,0.9532860824742269,0.9652061855670103,0.9700386597938144,0.9735824742268041,0.9780927835051546
PRDM2-201,0.8240542918185245,0.9914540656026141,0.9950986552720875,0.9958527083071509,0.995727032801307,0.9950986552720875
KAZN-208,0.7998254291533314,0.9959266802443992,0.9965085830666278,0.995781204538842,0.9950538260110562,0.9943264474832703
TMEM51-201,0.8041603247082699,0.9781836631151699,0.9863013698630136,0.9852866565195332,0.9827498731608321,0.9802130898021308
FHAD1-202,0.7614931237721022,0.9646365422396856,0.9719056974459725,0.9789783889980354,0.9846758349705305,0.9870333988212181
EFHD2-201,0.7213047068538398,0.9797687861271677,0.9880264244426095,0.9880264244426095,0.985962014863749,0.9838976052848886
CTRC-202,0.6576680068925904,0.8460654796094199,0.8710511200459506,0.893739230327398,0.9144170017231477,0.9302125215393452
CELA2A-201,0.4181222707423581,0.5403930131004366,0.5862445414847162,0.6277292576419214,0.6615720524017468,0.6932314410480349
CELA2B-201,0.4065573770491803,0.5398907103825137,0.585792349726776,0.6273224043715847,0.6612021857923497,0.692896174863388
CASP9-201,0.7439458689458689,0.9440883190883191,0.9626068376068376,0.9757834757834758,0.9846866096866097,0.9850427350427351
DNAJC16-202,0.766489890619821,0.9540934703347697,0.9691746768312893,0.9797812396420285,0.9860788863109049,0.9895591647331786
AGMAT-201,0.6061389337641357,0.7712439418416801,0.8274636510500808,0.8752827140549273,0.9095315024232633,0.9366720516962843
DDI2-202,0.6273553951439017,0.7709759070029062,0.7887878503796756,0.7995687634761414,0.8067872878972532,0.8135370769663448
RSC1A1-201,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHM2-202,0.7658442186744073,0.988388969521045,0.9910498306724722,0.9895984518626028,0.9895984518626028,0.9879051765844219
SLC25A34-201,0.6391818472355385,0.846276765739853,0.8798338127197187,0.9178651326302333,0.944710770214126,0.9645254074784276
TMEM82-201,0.6832986832986833,0.9847539847539848,0.9833679833679834,0.9799029799029799,0.9764379764379765,0.972972972972973
FBLIM1-203,0.6475128644939966,0.8630646083476272,0.889937106918239,0.9102344196683819,0.9251000571755289,0.9422527158376215
UQCRHL-201,0.44541284403669723,0.6481651376146789,0.7463302752293578,0.8105504587155963,0.8541284403669724,0.8743119266055046
SPEN-201,0.8058942268873638,0.9941865159467097,0.9979814291481631,0.9976584578118692,0.9972547436415018,0.9968510294711345
ZBTB17-202,0.7402550091074681,0.9781420765027322,0.9912568306010929,0.9894353369763206,0.9876138433515482,0.985792349726776
SRARP-201,0.6818032247449819,0.8927278710102007,0.9292530437643962,0.9496544916090819,0.9647910496873972,0.9740046067785456
HSPB7-201,0.7669432918395575,0.9889349930843707,0.991701244813278,0.989972337482711,0.9882434301521439,0.9865145228215768
CLCNKA-201,0.3404255319148936,0.47731834604576473,0.5375351264552388,0.5909273384183059,0.6374949819349659,0.6760337213970293
CLCNKB-202,0.32786885245901637,0.4918032786885246,0.550351288056206,0.602263856362217,0.6475409836065574,0.6850117096018735
FAM131C-201,0.7220930232558139,0.9889534883720931,0.986046511627907,0.983139534883721,0.9802325581395349,0.9773255813953489
EPHA2-201,0.7638114546376077,0.97136340598074,0.9812468322351748,0.9837810440952863,0.9850481500253421,0.9850481500253421
ARHGEF19-201,0.74683925346177,0.9930764599638772,0.9927754364840458,0.9912703190848886,0.9897652016857315,0.9882600842865743
CPLANE2-201,0.7966963151207116,0.9879288437102922,0.9847522236340533,0.9815756035578145,0.9783989834815756,0.9752223634053367
FBXO42-201,0.8085755580536373,0.9908463144371287,0.9956640436807451,0.9953428617311707,0.9945399068572346,0.9937369519832986
SZRD1-201,0.7956896551724137,0.9933908045977011,0.993103448275862,0.9916666666666667,0.9902298850574712,0.9887931034482759
SPATA21-205,0.7315284827975184,0.9796954314720813,0.9796954314720813,0.9819514946418499,0.9808234630569655,0.9780033840947546
NECAP2-201,0.7928642220019821,0.9871159563924677,0.9881070366699702,0.985629335976214,0.9831516352824579,0.9806739345887017
NBPF1-203,0.1633513149022252,0.24072825354012137,0.2855697909642616,0.32653405259608903,0.3639581928523264,0.40138233310856375
CROCC-201,0.6606606606606606,0.9941441441441441,0.9962462462462462,0.9956456456456456,0.9948948948948949,0.9941441441441441
MFAP2-202,0.7588516746411483,0.9818181818181818,0.9770334928229665,0.9722488038277513,0.9674641148325359,0.9626794258373206
ATP13A2-203,0.7663903541823662,0.9932177844762623,0.9939713639788997,0.9927153981411706,0.9914594323034414,0.9902034664657121
